Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Depth (cm),Diameter (cm),Height (cm),Length (cm),Width (cm)
Grip Tongs,"Ergonomi Design Gruppen (now Veryday), Maria Benktzon, H�kan Bergkvist, Sven-Eric Juhlin","8697, 6935, 496, 2950","Sweden, est. 1969 Swedish, born 1946 Swedish, born 1946 Swedish, born 1940",Swedish Swedish Swedish Swedish,(1969) (1946) (1946) (1940),(0) (0) (0) (0),,1984,"Fiberglass, polycarbonate, ABS plastic, magnet","l. 27 1/2"" (69.8 cm)",Gift of the designers,352.1985,Design,Architecture & Design,18/11/1985,Y,3389,http://www.moma.org/collection/works/3389,http://www.moma.org/media/W1siZiIsIjIyOTM4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c2942421208cca3,,,,69.8501,
Bowl (no. 7434),"Gertrud Natzler, Otto Natzler","4240, 4241","American, born Austria. 1908�1971 American, born Austria. 1908�2007",American American,(1908) (1908),(1971) (2007),Female,1946,Glazed ceramic,"4 1/8 x 7 5/16"" (10.5 x 18.6 cm)","Gift of Edgar Kaufmann, Jr.",353.195,Design,Architecture & Design,15/11/1950,Y,3390,http://www.moma.org/collection/works/3390,http://www.moma.org/media/W1siZiIsIjU1MzYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=6b8812786975657c,,18.6,10.4775,,
Special Battery-Powered Photo Flash,Dieter Rams,8451,"German, born 1932",German,1932-01-01T00:00:00Z,0,Male,1958,Plastic housing,"8 1/4 x 8"" (21 x 20.3 cm)",Gift of the manufacturer,353.1960.a-c,Design,Architecture & Design,16/11/1960,Y,3391,http://www.moma.org/collection/works/3391,http://www.moma.org/media/W1siZiIsIjU5ODI4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6afe15b5624e5b57,,,20.955,,20.32
Bowl,Co Derr,1501,Swedish,Swedish,0,0,,Before 1961,Maple,"4 1/4 x 7 1/4"" x 6 1/4"" (10.8 x 18.4 x 15.9 cm)",Gift of Philip Johnson Fund,353.1961,Design,Architecture & Design,08/11/1961,Y,3392,http://www.moma.org/collection/works/3392,http://www.moma.org/media/W1siZiIsIjIyOTM4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b734f4405f38c6e,15.875,,10.795,,18.415
Girondella Kinetic Object,Bruno Munari,4163,"Italian, 1907�1998",Italian,1907-01-01T00:00:00Z,1998-01-01T00:00:00Z,Male,1965,"Acetate, polystyrene, and corundum granules","8 1/4 x 7 3/16 x 2"" (21 x 18.3 x 5.1 cm)",Greta Daniel Design Fund,353.1966,Design,Architecture & Design,10/05/1966,Y,3393,http://www.moma.org/collection/works/3393,http://www.moma.org/media/W1siZiIsIjIxMTE0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=117005202535f869,5.08,,20.955,,18.2563
Folding Knife,"Maria Benktzon, Sven-Eric Juhlin","6935, 2950","Swedish, born 1946 Swedish, born 1940",Swedish Swedish,(1946) (1940),(0) (0),Female,1978,Polyurethane and stainless steel,"5 1/2 x 4 3/8 x 7/8"" (14 x 11.1 x 2.3 cm) (open)",Gift of the manufacturer,353.1982,Design,Architecture & Design,27/10/1982,Y,3394,http://www.moma.org/collection/works/3394,http://www.moma.org/media/W1siZiIsIjIyOTM4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3cbdac8d129f0492,2.3,,14,,11.1125
Side Chair (model B5),Marcel Breuer,769,"American, born Hungary. 1902�1981",American,1902-01-01T00:00:00Z,1981-01-01T00:00:00Z,Male,1926-27,Chrome-plated tubular steel and Eisengarn,"34 1/4 x 17 3/4 x 19"" (87 x 45.1 x 48.3 cm), seat h. 18 3/4"" (47.6 cm)",Marcel Breuer Fund,353.1985,Design,Architecture & Design,18/11/1985,Y,3395,http://www.moma.org/collection/works/3395,,48.3,,87,,45.1
Chair,Davis J. Pratt,4723,"American, 1917�1987",American,1917-01-01T00:00:00Z,1987-01-01T00:00:00Z,Male,1948,Fabric-covered inflated tube seat and metal rod,"26 x 24 1/2 x 27"" (66 x 62.2 x 68.6 cm)",Gift of the designer,354.195,Design,Architecture & Design,15/11/1950,Y,3396,http://www.moma.org/collection/works/3396,http://www.moma.org/media/W1siZiIsIjYwOTgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=96c9fd0126f38ed3,68.58013716,,66.04013208,,62.23012446
Multipress Juice Extractor (model MP 3),Gerd Alfred M�ller,4158,"German, born 1932",German,1932-01-01T00:00:00Z,0,Male,1957,Plastic casing,"11 1/8 x 7 1/8"" (28.3 x 18.1 cm)",Gift of the manufacturer,354.1960.a-i,Design,Architecture & Design,16/11/1960,Y,3397,http://www.moma.org/collection/works/3397,http://www.moma.org/media/W1siZiIsIjIyOTM4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3dd185258934e0e4,,18.1,28.3,,
Dinner Plate,"Arabia, W�rtsil� Ab, Helsinki, Finland",9331,"Finnish, est. 1874",Finnish,1874-01-01T00:00:00Z,0,,Unknown,Glazed porcelain,"diam. 10 1/4"" (26 cm)",Gift of Wilder Green,354.1961,Design,Architecture & Design,08/11/1961,Y,3398,http://www.moma.org/collection/works/3398,http://www.moma.org/media/W1siZiIsIjU1NDciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e62a43849c38fd18,,26,,,
Object,Takako Saito,5117,"Japanese, born 1929",American,1929-01-01T00:00:00Z,0,Female,1965,Wood and acrylic with metal balls,"3 3/4 x 3 3/4 x 3 1/16"" (9.5 x 9.5 x 7.8 cm)",Greta Daniel Design Fund,354.1966,Design,Architecture & Design,10/05/1966,Y,3399,http://www.moma.org/collection/works/3399,http://www.moma.org/media/W1siZiIsIjYwNTU3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0ea20b4483793a10,7.7788,,9.525,,9.525
Lounge Chair (model B25),Marcel Breuer,769,"American, born Hungary. 1902�1981",American,1902-01-01T00:00:00Z,1981-01-01T00:00:00Z,Male,1928�1929,"Chrome-plated tubular steel, rattan, and wood","42 3/16 x 25 5/8 x 33 1/2"" (107.2 x 65.1 x 85.1 cm), seat h. 13"" (33 cm)",Marshall Cogan Purchase Fund,354.1982,Design,Architecture & Design,27/10/1982,Y,3400,http://www.moma.org/collection/works/3400,http://www.moma.org/media/W1siZiIsIjIyOTM4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93cc487a20dbdc62,85.0902,,107.1565,,65.0876
Photographs,Marcel Breuer,769,"American, born Hungary. 1902�1981",American,1902-01-01T00:00:00Z,1981-01-01T00:00:00Z,Male,n.d.,Photographs,,Gift of Mrs. Constance Breuer,354.1985.1-541,Design,Architecture & Design,18/11/1985,N,3401,,,,,,,
Pitcher,Aage Helbig Hansen,2490,"Danish, born 1915",Danish,1915-01-01T00:00:00Z,0,Male,c. 1957,Stainless steel and raffia,"7 1/4 x 4 1/4"" (18.4 x 10.8 cm)",Gift of Wilder Green,355.1961,Design,Architecture & Design,08/11/1961,Y,3404,http://www.moma.org/collection/works/3404,http://www.moma.org/media/W1siZiIsIjIxMTE0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f1ce3a057261d31,,10.8,18.4,,
Object,Takako Saito,5117,"Japanese, born 1929",American,1929-01-01T00:00:00Z,0,Female,1965,Wood and acrylic with metal balls,"5 3/4 x 5 3/4 x 2 5/8"" (14.6 x 14.6 x 6.7 cm)",Greta Daniel Design Fund,355.1966,Design,Architecture & Design,10/05/1966,Y,3405,http://www.moma.org/collection/works/3405,http://www.moma.org/media/W1siZiIsIjIxMTE0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66f881c6180e9eec,6.6675,,14.605,,14.605
Table (model B27),Marcel Breuer,769,"American, born Hungary. 1902�1981",American,1902-01-01T00:00:00Z,1981-01-01T00:00:00Z,Male,1928,Chrome-plated tubular steel and glass,"24 1/8 x 31 1/2"" (61.3 x 80 cm)",Marshall Cogan Purchase Fund,355.1982,Design,Architecture & Design,27/10/1982,Y,3406,http://www.moma.org/collection/works/3406,,,80,61.3,,
Mauser Stahlrohrm�bel,Marcel Breuer,769,"American, born Hungary. 1902�1981",American,1902-01-01T00:00:00Z,1981-01-01T00:00:00Z,Male,1930s,Paper,,Gift of Mrs. Constance Breuer,355.1985,Design,Architecture & Design,18/11/1985,N,3407,,,,,,,
Footed Bowl,David Kindersley,3101,"British, born 1915",British,1915-01-01T00:00:00Z,0,Male,Before 1961,Welsh slate and Lunel marble,"1 7/8 x 5 5/8"" (4.8 x 14.3 cm)",Philip Johnson Fund,356.1961,Design,Architecture & Design,08/11/1961,Y,3408,http://www.moma.org/collection/works/3408,http://www.moma.org/media/W1siZiIsIjIxMTE1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f64939fc7959956b,,14.3,4.8,,
Object,Takako Saito,5117,"Japanese, born 1929",American,1929-01-01T00:00:00Z,0,Female,1965,Wood,"5 x 5 1/2 x 5 1/2""  (12.7 x 14 x 14 cm)",Greta Daniel Design Fund,356.1966,Design,Architecture & Design,10/05/1966,Y,3409,http://www.moma.org/collection/works/3409,http://www.moma.org/media/W1siZiIsIjIyOTM5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6858563febb1e575,13.97,,12.7,,13.97
Crinkle Tumbler (CR-L5),Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1974,Magnesia porcelain,"2 1/2 x 2 3/4"" (6.4 x 7 cm)",Gift of the designer and Emilio Ambasz Fund,356.1982,Design,Architecture & Design,27/10/1982,Y,3410,http://www.moma.org/collection/works/3410,http://www.moma.org/media/W1siZiIsIjIxMTE1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=940cd76fb570bc91,,7,6.35,,
Frisbi Hanging Lamp,Achille Castiglioni,1028,"Italian, 1918�2002",Italian,1918-01-01T00:00:00Z,2002-01-01T00:00:00Z,Male,1978,"Plexiglass, plastic, steel, and polished chrome","28 1/2 x 23 5/8"" (72.4 x 60 cm)","Gift of Atelier International, Ltd.",356.1985,Design,Architecture & Design,18/11/1985,Y,3411,http://www.moma.org/collection/works/3411,,,60.0076,72.3901,,
Prayer Rug,Sheila Hicks,2631,"American, born 1934",American,1934-01-01T00:00:00Z,0,Female,1965,Hand-spun wool,"87 x 43"" (221 x 109.2 cm)",Gift of Dr. Mittelsten Schied,357.1966,Design,Architecture & Design,10/05/1966,Y,3412,http://www.moma.org/collection/works/3412,http://www.moma.org/media/W1siZiIsIjI2MzkyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=94ac4414c924f039,,,,220.980442,109.2202184
Crinkle Tumbler CR-J5,Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1974,Magnesia porcelain,"2 3/4 x 3 1/4"" (7 x 8.3 cm)",Gift of the designer and Emilio Ambasz Fund,357.1982,Design,Architecture & Design,27/10/1982,Y,3413,http://www.moma.org/collection/works/3413,http://www.moma.org/media/W1siZiIsIjU1ODciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=280648ea471500ba,,8.255,6.985,,
Vase Form,Paul Chaleff,1058,"American, born 1947",American,1947-01-01T00:00:00Z,0,Male,1984,Wood-fired stoneware,"12 5/8 x 5 7/8"" (32 x 14.9 cm)",Marshall Cogan Purchase Fund,357.1985,Design,Architecture & Design,18/11/1985,Y,3414,http://www.moma.org/collection/works/3414,http://www.moma.org/media/W1siZiIsIjIyOTQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e097de4652802089,,14.9225,32,,
Clam and Oyster Knives,Frank D. Stratton,5686,American,American,0,0,Male,Before 1940,Stainless steel,".2 (blunt tip): 6 7/8 x 15/16"" (17.5 x 2.4 cm)
.3 (pointed tip): 6 3/16 x 15/16"" (15.7 x 2.4 cm)",Gift of Lewis & Conger,358.1942.1-3,Design,Architecture & Design,01/07/1942,Y,3415,http://www.moma.org/collection/works/3415,http://www.moma.org/media/W1siZiIsIjIyOTQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4f4dda152fd5fad,,,,17.4625,2.3813
Crinkle Tumbler CR-S5,Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1974,Magnesia porcelain,"2 x 2 3/16"" (5.1 x 5.5 cm)",Gift of the designer and Emilio Ambasz Fund,358.1982,Design,Architecture & Design,27/10/1982,Y,3417,http://www.moma.org/collection/works/3417,http://www.moma.org/media/W1siZiIsIjU2MjUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=644d06bf9e9b557a,,5.5,5.08,,
Space-Tel Telephone,Morison S. Cousins,1275,"American, 1934�2001",American,1934-01-01T00:00:00Z,2001-01-01T00:00:00Z,Male,1981,ABS polymer,"2 x 7 1/4 x 7 1/4"" (5.1 x 18.4 x 18.4 cm)",Gift of Cousins Design,358.1985.a-b,Design,Architecture & Design,18/11/1985,Y,3418,http://www.moma.org/collection/works/3418,http://www.moma.org/media/W1siZiIsIjU5Nzc4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a20b79e2a761ad18,18.415,,5.1,,18.415
Crinkle Shiwa Old-Fashioned  (OF) K101,Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1979,Blown 10 percent PbO glass,"3 5/16 x 3 5/16"" (8.4 x 8.4 cm)",Gift of the designer and Emilio Ambasz Fund,359.1982,Design,Architecture & Design,27/10/1982,Y,3421,http://www.moma.org/collection/works/3421,http://www.moma.org/media/W1siZiIsIjIxMTE1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b84e65dd72203c33,,8.4,8.4,,
Tumbler and Water Glass,Gianfranco Frattini,1978,"Italian, 1926�2004",Italian,1926-01-01T00:00:00Z,2004-01-01T00:00:00Z,Male,1983,Frosted hand-blown glass,".1 (tumbler): 4 x 3 1/4"" (10.2 x 8.3 cm)
.2 (water glass): 3 x 2"" (7.6 x 5.1 cm)",Gift of the manufacturer,359.1985.1-2,Design,Architecture & Design,18/11/1985,Y,3422,http://www.moma.org/collection/works/3422,http://www.moma.org/media/W1siZiIsIjIxMTE2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c78f8dd92ee1e35,,8.255,10.16,,
Adjustable Keyboard,"Apple, Inc., Stephen Peart, Raymond Riley, David Shen","10295, 7238, 8660, 8661","USA, founded 1976 British, born 1958 American, born 1958 American, born 1958", British American American,(1976) (1958) (1958) (1958),(0) (0) (0) (0),,1993,ABS and polycarbonate plastic with glass fill,"1 3/8 x 15 1/4 x 10"" (3.5 x 38.7 x 25.4 cm)",Gift of the manufacturer,359.1993,Design,Architecture & Design,04/11/1993,Y,3423,http://www.moma.org/collection/works/3423,http://www.moma.org/media/W1siZiIsIjIyOTQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18b6fb9dc6e02e0f,25.4,,3.5,,38.7
Slicing Knife,"W.R. Case & Sons Cutlery Co., Bradford, PA",9550,"American, est. 1889",American,1889-01-01T00:00:00Z,0,,Before 1940,Chrome-vanadium steel blade and molded handle,"13 1/4 x 3/4"" (33.6 x 1.9 cm)",Gift of Lewis & Conger,360.1942,Design,Architecture & Design,01/07/1942,Y,3424,http://www.moma.org/collection/works/3424,http://www.moma.org/media/W1siZiIsIjIxMTE2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=499cf9f338b29381,,,,33.6,1.9
Crinkle Fukuro Pitcher,Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1979,Blown 10 percent PbO glass,"7 3/4 x 4 5/16 x 3 3/8"" (19.7 x 11 x 8.6 cm)",Gift of the designer and Emilio Ambasz Fund,360.1982,Design,Architecture & Design,27/10/1982,Y,3425,http://www.moma.org/collection/works/3425,http://www.moma.org/media/W1siZiIsIjIxMTE2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc70b78ae82e2793,8.6,,19.7,,11
Bowls,Gianfranco Frattini,1978,"Italian, 1926�2004",Italian,1926-01-01T00:00:00Z,2004-01-01T00:00:00Z,Male,1983,Hand-blown glass,"Each: 2 1/4 x 4 1/8"" (5.7 x 10.5 cm)",Gift of the manufacturer,360.1985.1-4,Design,Architecture & Design,18/11/1985,Y,3426,http://www.moma.org/collection/works/3426,http://www.moma.org/media/W1siZiIsIjIxMTE2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63cdaf14e44a85cd,,10.5,5.7,,
Watering Can,Christopher Dresser,1616,"British, 1834�1904",British,1834-01-01T00:00:00Z,1904-01-01T00:00:00Z,Male,c. 1876,Painted tinned-iron,"12 5/8"" x 9 7/8"" x 7 1/4"" (32 x 25.1 x 18.4 cm)",Gift of Paul F. Walter,360.1993,Design,Architecture & Design,04/11/1993,Y,3427,http://www.moma.org/collection/works/3427,http://www.moma.org/media/W1siZiIsIjIyOTQyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3317eabbb6297941,18.4,,32.0676,,25.0826
Crinkle Super Bag Vase K-2,Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1974,Glazed cast porcelain,"9 7/8 x 7 1/4 x 3 7/16"" (25.1 x 18.4 x 8.7 cm)",Gift of the designer and Emilio Ambasz Fund,361.1982,Design,Architecture & Design,27/10/1982,Y,3429,http://www.moma.org/collection/works/3429,http://www.moma.org/media/W1siZiIsIjU2NjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=72437ae5755e8d53,8.7,,25.1,,18.415
Pitcher,Gianfranco Frattini,1978,"Italian, 1926�2004",Italian,1926-01-01T00:00:00Z,2004-01-01T00:00:00Z,Male,1983,Frosted hand-blown glass,"7 3/16 x 5 1/8"" (18.2 x 13 cm)",Gift of the manufacturer,361.1985,Design,Architecture & Design,18/11/1985,Y,3430,http://www.moma.org/collection/works/3430,http://www.moma.org/media/W1siZiIsIjIxMTE3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc105030fd988aab,,,18.2,,13
Sitzmaschine Chair with Adjustable Back (model 670),Josef Hoffmann,2694,"Austrian, 1870�1956",Austrian,1870-01-01T00:00:00Z,1956-01-01T00:00:00Z,Male,c. 1905,Bent beechwood and sycamore panels,"43 1/2 x 28 1/4 x 32"" (110.5 x 71.8 x 81.3 cm)
",Gift of Jo Carole and Ronald S. Lauder,361.1993,Design,Architecture & Design,04/08/1994,Y,3431,http://www.moma.org/collection/works/3431,http://www.moma.org/media/W1siZiIsIjIxMTE3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=346acafdb3365b8d,81.3,,110.5,,71.8
Crinkle Super Bag Vase (V-1),Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1974,Glazed cast porcelain,"12 x 10 1/4 x 6 1/2"" (30.5 x 26 x 16.5 cm)",Gift of the designer and Emilio Ambasz Fund,362.1982,Design,Architecture & Design,27/10/1982,Y,3434,http://www.moma.org/collection/works/3434,http://www.moma.org/media/W1siZiIsIjIxMTE3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ed11f8153dd1748,16.5,,30.5,,26
Multi Halogen Flashlight,Udo M. Geissler,2113,"German, born 1932",German,1932-01-01T00:00:00Z,0,,1983,Plastic,"6 1/2 x 1 5/8"" (16.5 x 4.2 cm)",Gift of the manufacturer,362.1985,Design,Architecture & Design,18/11/1985,Y,3435,http://www.moma.org/collection/works/3435,http://www.moma.org/media/W1siZiIsIjIyOTQyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2178f147ebda9af5,,4.2,16.5,,
Mouse Computer Pointing Device,Steven T. Kaneko,7239,"American, born 1962",American,1962-01-01T00:00:00Z,0,Male,1992,ABS polymer casing,"1 1/2 x 2 1/2 x 4 1/2"" (3.8 x 6.3 x 11.4 cm)",Gift of the manufacturer,362.1993,Design,Architecture & Design,04/11/1993,Y,3436,http://www.moma.org/collection/works/3436,http://www.moma.org/media/W1siZiIsIjIxMTE3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddeb5665104adadd,11.43,,3.81,,6.3
Crinkle Futuro Old-Fashioned (OF) Tumbler,Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1979,Glass,"3 7/8 x 4 x 2 7/8"" (9.8 x 10.2 x 7.3 cm)",Gift of the designer and Emilio Ambasz Fund,363.1982,Design,Architecture & Design,27/10/1982,Y,3438,http://www.moma.org/collection/works/3438,http://www.moma.org/media/W1siZiIsIjIyOTQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=983c91a18e5dc006,7.3025,,9.8,,10.2
Liqueur Glass,Karl Koepping,3186,"German, 1848�1914",German,1848-01-01T00:00:00Z,1914-01-01T00:00:00Z,Male,c. 1900,Blown glass,"4 11/16 x 2 7/16"" (11.9 x 6.2 cm)",Est�e and Joseph Lauder Design Fund,363.1985,Design,Architecture & Design,18/11/1985,Y,3439,http://www.moma.org/collection/works/3439,http://www.moma.org/media/W1siZiIsIjIyOTQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd4b9c3753753a09,,6.2,11.9,,
Coffee Service,Robert J. King,7240,"American, born 1917",American,1917-01-01T00:00:00Z,0,Male,1958,Sterling silver and teak,".1 (coffee pot): 8 1/8 x 9 5/8 x 5 1/2"" (20.6 x 24.5 x 14 cm)
.2 (creamer): 3 7/8 x 5 1/2 x 2 7/8"" (9.8 x 14 x 7.3 cm)  
.3 (sugar bowl): h. 1 7/8"" (4.7 cm), diam. 3 7/16"" (8.7 cm)  
.4 (spoon): 4 7/8 x 1 5/8 x 1/2"" (12.4 x 4.1 x 1.3 cm)  
.5 (tray): h. 11/16"" (1.8 cm), diam. 13 3/4"" (34.9 cm)",Gift of the designer,363.1993.1-5,Design,Architecture & Design,04/11/1993,Y,3440,http://www.moma.org/collection/works/3440,http://www.moma.org/media/W1siZiIsIjIyOTQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=004a016b8cfb5d52,13.97,,20.6375,,24.5
Crinkle Vase (KNS-2),Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1978,Cast porcelain,"9 7/8 x 6 15/16 x 3 5/8"" (24.5 x 17.6 x 9.2 cm)",Gift of the designer and Emilio Ambasz Fund,364.1982,Design,Architecture & Design,27/10/1982,Y,3441,http://www.moma.org/collection/works/3441,http://www.moma.org/media/W1siZiIsIjIyOTQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=369af85a24130746,9.2,,24.5,,17.6
10.1.4 Wristwatch,M & Co,7196,American,American,0,0,,1984,Steel and leather,"l. 9"" (22.9 cm), diam. 1 1/4"" (3.2 cm)",Gift of the manufacturer,364.1985,Design,Architecture & Design,18/11/1985,Y,3442,http://www.moma.org/collection/works/3442,,,3.175,,22.86,
Toot-A-Loop Radio (model R-72),Panasonic,7241,"Japan, est. 1918",Japanese,1918-01-01T00:00:00Z,0,,c. 1972,ABS plastic,"h. 2 3/4"" (7 cm), diam. 6"" (15.2 cm)",Gift of Anne Dixon,364.1993,Design,Architecture & Design,04/11/1993,Y,3443,http://www.moma.org/collection/works/3443,http://www.moma.org/media/W1siZiIsIjIyOTQzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4eb1ee9590f36047,,15.24,7,,
Ribbonaire Fan,"Wilfred O. Langille, Frederik Ljungstr�m","3375, 48037","American, 1895�1996 Swedish, 1875�1964",American Swedish,(1895) (1875),(1996) (1964),Male,c. 1935,Bakelite and ribbon,"10 x 4 1/2 x 7"" (25.4 x 11.4 x 17.8 cm)",Gift of Singer Sewing Machine Co.,365.1942,Design,Architecture & Design,01/01/1942,Y,3444,http://www.moma.org/collection/works/3444,http://www.moma.org/media/W1siZiIsIjIyOTQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78a68eaf39abf760,17.78,,25.4001,,11.43
Crinkle Vase (KNS-3),Makoto Komatsu,3207,"Japanese, born 1943",Japanese,1943-01-01T00:00:00Z,0,Male,1979,Cast porcelain,"6 7/8 x 4 13/16 x 2 11/16"" (17.5 x 12.2 x 6.8 cm)",Gift of the designer and Emilio Ambasz Fund,365.1982,Design,Architecture & Design,27/10/1982,Y,3445,http://www.moma.org/collection/works/3445,http://www.moma.org/media/W1siZiIsIjU3MjIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4016d95d4d5fa34b,6.8,,17.5,,12.2
